Positive,Negative,Neutral,Compound,Sent_result,Sentiment,Review,Index
0.169,0,0.831,0.6705,0,Positive,"The main open task for the visual design is to expand the detail provided in the topic labels and optimize their placement, which is part of our future work.",4253
0.081,0,0.919,0.3182,0,Positive,"Moreover, the navigation through time will be also supported by directly moving the speaker points in the overview visualization, similar to the direct interactions in DimpVis [KC14].",4254
0.055,0,0.945,0.1779,0,Positive,"Lastly, we plan to extend the automatic linguistic feature generation by including the measurement of direct speaker interactions, in order to visualize when speakers are directly talking to each ot,her.,"","",",4255
0,0,1,0,1,Neutral,Visualizing Social Media Content with SentenTree Fig.,4256
0,0,1,0,1,Neutral,"1: Part of a SentenTree visualization of a collection of 189,450 tweets (108,702 unique) posted in a 15 minute time window around the first goal of the opening game of the 2014 Soccer World Cup.",4257
0.15,0,0.85,0.3182,0,Positive,"Abstract?遊쉋 introduce SentenTree, a novel technique for visualizing the content of unstructured social media text.",4258
0.106,0,0.894,0.0772,0,Positive,SentenTree displays frequent sentence patterns abstracted from a corpus of social media posts.,4259
0.068,0,0.932,0.1154,0,Positive,"The technique employs design ideas from word clouds and the Word Tree, but overcomes a number of limitations of both those visualizations.",4260
0.075,0,0.925,0.0772,0,Positive,SentenTree displays a node-link diagram where nodes are words and links indicate word co-occurrence within the same sentence.,4261
0,0,1,0,1,Neutral,The spatial arrangement of nodes gives cues to the syntactic ordering of words while the size of nodes gives cues to their frequency of occurrence.,4262
0.276,0,0.724,0.7269,0,Positive,SentenTree can help people gain a rapid understanding of key concepts and opinions in a large social media text collection.,4263
0,0,1,0,1,Neutral,It is implemented as a lightweight application that runs in the browser.,4264
0.177,0,0.823,0.6808,0,Positive,"Index Terms?遊쿮xt visualization, social media, natural language processing, word cloud, Twitter 1 I NTRODUCTION With the popularity of social media and online communities, a new type of text documen,t is,growing e,""xplosively.,""",4265
0,0,1,0,1,Neutral,"Examples of these documents include Tweets, Facebook posts, YouTube comments, and Yelp reviews that we will collectively call social media text.",4266
0.344,0,0.656,0.8591,0,Positive,Social media text encodes rich information on the public's interests and opinions and this information is valuable to both professional analysts and casual users.,4267
0.259,0,0.741,0.8122,0,Positive,"While we can gain valuable information from examining the social network structure and the message volume fluctuations, making sense of the textual content itself remains very challenging.",4268
0.123,0.089,0.788,0.1744,0,Positive,"Due to the natural complexities of human languages, unstructured text does not lend itself well to computational analysis.",4269
0,0.072,0.928,-0.4019,2,Negative,"Social media text further complicates the problem with its unique qualities?遊ompared to traditional text documents (e.g. book chapters, news articles) a social media text collection typically conta,ins a,large nu,""mber of very short documents authored by different users.,""",4270
0.094,0.093,0.813,0.0018,1,Neutral,"For a given topic, we can accumulate a huge document collection in a very short period of time that contains highly repetitive and redundant information.",4271
0.213,0,0.787,0.743,0,Positive,"Keeping these challenges in mind, we focus on a simple goal in this paper: designing a visualization technique that helps people gain a quick overview of the content of a social media text collectio,""n.,"",,",4272
0,0,1,0,1,Neutral,There are typically two ways to provide a high-level summary of a text document set.,4273
0.28,0,0.72,0.3612,0,Positive,One solution is to extract a few representative sentences from the collection.,4274
0.271,0,0.729,0.7125,0,Positive,"For social media messages, this can be accomplished by showing the documents with the most shares or ??꼆vorite??designations.",4275
0.179,0.148,0.672,-0.1154,2,Negative,"This popularity-based solution works well for some situations, but it runs a risk of lacking coverage.",4276
0.119,0,0.881,0.4754,0,Positive,"Research shows that the most popular messages on social media are usually produced by a small population of elite users or opinion leaders [19, 42].",4277
0.195,0,0.805,0.5622,0,Positive,"Therefore, selecting the most popular messages usually means overlooking the voices of ??럕dinary??users of social media.",4278
0,0,1,0,1,Neutral,"In many scenarios, the opinions of ordinary people are precisely what the analyst wants to hear.",4279
0.119,0,0.881,0.3182,0,Positive,A second solution that takes coverage into consideration is to extract some common information from the entire document collection.,4280
0.067,0,0.933,0.25,0,Positive,"Numerous research efforts in the text mining community employ advanced rule-based and statistical methods (e.g., entity identification, topic modeling) to produce representative word lists or distri,butio,ns and do,""cument clusters.,""",4281
0,0,1,0,1,Neutral,The presentation of these outputs is almost inevitably some variation of a word cloud.,4282
0,0.091,0.909,-0.34,2,Negative,"While it makes sense to present topics using words, we argue that word clouds only give a sense of concepts, not more developed thoughts or opinions.",4283
0.066,0,0.934,0.0516,0,Positive,"Longer, connected phrases and sentences provide people with more complete ideas, thoughts, and sentiments of the document authors.",4284
0.098,0,0.902,0.0772,0,Positive,A number of attempts to add more context or structure to wordbased visualizations exist.,4285
0,0,1,0,1,Neutral,"One general approach is the use of semanticpreserving word clouds [11, 31, 38, 44].",4286
0,0,1,0,1,Neutral,"Another is to connect words through visual structures such as lines [9, 22, 26].",4287
0.11,0,0.89,0.4019,0,Positive,"Yet another approach, including systems such as Word Tree [39], Phrase Net [35], and Wordgraph [32], positions and links words spatially following their natural occurrences in sentences, thus better,enco,ding thou,""ghts and opinions.,""",4288
0.375,0,0.625,0.7184,0,Positive,These projects inspire our design of a novel visualization technique for summarizing text.,4289
0.141,0,0.859,0.3182,0,Positive,"We introduce the SentenTree, a novel technique for visualizing the content of unstructured social media text.",4290
0.098,0,0.902,0.0772,0,Positive,SentenTree seeks a balance between showing the most frequent words and preserving sentence structure.,4291
0,0,1,0,1,Neutral,"SentenTree gives people a high-level overview of the most common expressions in a document collection, and allows drilling down to details through interactions.",4292
0.236,0,0.764,0.7125,0,Positive,2 R ELATED W ORK Visualization has been applied to text documents of varying sizes for many different tasks [25].,4293
0,0,1,0,1,Neutral,Some projects facilitate the understanding of very large document sets by focusing on extracting the key themes and concepts and clustering documents according to these themes and concepts.,4294
0,0,1,0,1,Neutral,Visualizations often map concepts and documents to a 2D/2.5D space and utilize spatial proximity to imply relationships between concepts and documents.,4295
0,0,1,0,1,Neutral,"Examples of this type of visualizations include \x0cSPIRE/IN-SPIRE [41], the Stanford Dissertation Browser [7], and many knowledge mapping visualizations [3].",4296
0,0,1,0,1,Neutral,"Complex clustering and language modeling techniques are often used to extract concepts and relationships, and the goal of these types of visualizations is understanding the landscape of documents be,yond,just lear,""ning about the content of the documents.,""",4297
0,0,1,0,1,Neutral,Another type of text visualization facilitates understanding of documents and insight generation by linking named entities.,4298
0,0,1,0,1,Neutral,"Jigsaw [16] is a system for investigative analysis that focuses on entity co-occurrence within the same document, while FacetAtlas [5] looks for complex multifaceted entity relationships.",4299
0,0,1,0,1,Neutral,Many text visualizations attempt to portray temporal changes of topics.,4300
0,0,1,0,1,Neutral,The STREAMIT system [1] shows an evolving document collection as small circles that are clustered together to denote similarity.,4301
0.097,0,0.903,0.4215,0,Positive,"A popular visual metaphor used for portraying tempral changes is the streamgraph, as exemplified by ThemeRiver [17] that uses this technique to encode topic volume changes over time.",4302
